feature_id,municipality_mapbiomas,abbrev_state,biome
17694,Alta Floresta D'Oeste,RO,AMAZÔNIA
17695,Ariquemes,RO,AMAZÔNIA
17696,Cabixi,RO,AMAZÔNIA
17697,Cacoal,RO,AMAZÔNIA
17698,Cerejeiras,RO,AMAZÔNIA
17699,Colorado do Oeste,RO,AMAZÔNIA
17700,Corumbiara,RO,AMAZÔNIA
17701,Costa Marques,RO,AMAZÔNIA
17702,Espigão D'Oeste,RO,AMAZÔNIA
17703,Guajará-Mirim,RO,AMAZÔNIA
17704,Jaru,RO,AMAZÔNIA
17705,Ji-Paraná,RO,AMAZÔNIA
17706,Machadinho D'Oeste,RO,AMAZÔNIA
17707,Nova Brasilândia D'Oeste,RO,AMAZÔNIA
17708,Ouro Preto do Oeste,RO,AMAZÔNIA
17709,Pimenta Bueno,RO,AMAZÔNIA
17710,Porto Velho,RO,AMAZÔNIA
17711,Presidente Médici,RO,AMAZÔNIA
17712,Rio Crespo,RO,AMAZÔNIA
17713,Rolim de Moura,RO,AMAZÔNIA
17714,Santa Luzia D'Oeste,RO,AMAZÔNIA
17715,Vilhena,RO,AMAZÔNIA
17716,São Miguel do Guaporé,RO,AMAZÔNIA
17717,Nova Mamoré,RO,AMAZÔNIA
17718,Alvorada D'Oeste,RO,AMAZÔNIA
17719,Alto Alegre dos Parecis,RO,AMAZÔNIA
17720,Alto Paraíso,RO,AMAZÔNIA
17721,Buritis,RO,AMAZÔNIA
17722,Novo Horizonte do Oeste,RO,AMAZÔNIA
17723,Cacaulândia,RO,AMAZÔNIA
17724,Campo Novo de Rondônia,RO,AMAZÔNIA
17725,Candeias do Jamari,RO,AMAZÔNIA
17726,Castanheiras,RO,AMAZÔNIA
17727,Chupinguaia,RO,AMAZÔNIA
17728,Cujubim,RO,AMAZÔNIA
17729,Governador Jorge Teixeira,RO,AMAZÔNIA
17730,Itapuã do Oeste,RO,AMAZÔNIA
17731,Ministro Andreazza,RO,AMAZÔNIA
17732,Mirante da Serra,RO,AMAZÔNIA
17733,Monte Negro,RO,AMAZÔNIA
17734,Nova União,RO,AMAZÔNIA
17735,Parecis,RO,AMAZÔNIA
17736,Pimenteiras do Oeste,RO,AMAZÔNIA
17737,Primavera de Rondônia,RO,AMAZÔNIA
17738,São Felipe D'Oeste,RO,AMAZÔNIA
17739,São Francisco do Guaporé,RO,AMAZÔNIA
17740,Seringueiras,RO,AMAZÔNIA
17741,Teixeirópolis,RO,AMAZÔNIA
17742,Theobroma,RO,AMAZÔNIA
17743,Urupá,RO,AMAZÔNIA
17744,Vale do Anari,RO,AMAZÔNIA
17745,Vale do Paraíso,RO,AMAZÔNIA
17746,Acrelândia,AC,AMAZÔNIA
17747,Assis Brasil,AC,AMAZÔNIA
17748,Brasiléia,AC,AMAZÔNIA
17749,Bujari,AC,AMAZÔNIA
17750,Capixaba,AC,AMAZÔNIA
17751,Cruzeiro do Sul,AC,AMAZÔNIA
17752,Epitaciolândia,AC,AMAZÔNIA
17753,Feijó,AC,AMAZÔNIA
17754,Jordão,AC,AMAZÔNIA
17755,Mâncio Lima,AC,AMAZÔNIA
17756,Manoel Urbano,AC,AMAZÔNIA
17757,Marechal Thaumaturgo,AC,AMAZÔNIA
17758,Plácido de Castro,AC,AMAZÔNIA
17759,Porto Walter,AC,AMAZÔNIA
17760,Rio Branco,AC,AMAZÔNIA
17761,Rodrigues Alves,AC,AMAZÔNIA
17762,Santa Rosa do Purus,AC,AMAZÔNIA
17763,Senador Guiomard,AC,AMAZÔNIA
17764,Sena Madureira,AC,AMAZÔNIA
17765,Tarauacá,AC,AMAZÔNIA
17766,Xapuri,AC,AMAZÔNIA
17767,Porto Acre,AC,AMAZÔNIA
17768,Alvarães,AM,AMAZÔNIA
17769,Amaturá,AM,AMAZÔNIA
17770,Anamã,AM,AMAZÔNIA
17771,Anori,AM,AMAZÔNIA
17772,Apuí,AM,AMAZÔNIA
17773,Atalaia do Norte,AM,AMAZÔNIA
17774,Autazes,AM,AMAZÔNIA
17775,Barcelos,AM,AMAZÔNIA
17776,Barreirinha,AM,AMAZÔNIA
17777,Benjamin Constant,AM,AMAZÔNIA
17778,Beruri,AM,AMAZÔNIA
17779,Boa Vista do Ramos,AM,AMAZÔNIA
17780,Boca do Acre,AM,AMAZÔNIA
17781,Borba,AM,AMAZÔNIA
17782,Caapiranga,AM,AMAZÔNIA
17783,Canutama,AM,AMAZÔNIA
17784,Carauari,AM,AMAZÔNIA
17785,Careiro,AM,AMAZÔNIA
17786,Careiro da Várzea,AM,AMAZÔNIA
17787,Coari,AM,AMAZÔNIA
17788,Codajás,AM,AMAZÔNIA
17789,Eirunepé,AM,AMAZÔNIA
17790,Envira,AM,AMAZÔNIA
17791,Fonte Boa,AM,AMAZÔNIA
17792,Guajará,AM,AMAZÔNIA
17793,Humaitá,AM,AMAZÔNIA
17794,Ipixuna,AM,AMAZÔNIA
17795,Iranduba,AM,AMAZÔNIA
17796,Itacoatiara,AM,AMAZÔNIA
17797,Itamarati,AM,AMAZÔNIA
17798,Itapiranga,AM,AMAZÔNIA
17799,Japurá,AM,AMAZÔNIA
17800,Juruá,AM,AMAZÔNIA
17801,Jutaí,AM,AMAZÔNIA
17802,Lábrea,AM,AMAZÔNIA
17803,Manacapuru,AM,AMAZÔNIA
17804,Manaquiri,AM,AMAZÔNIA
17805,Manaus,AM,AMAZÔNIA
17806,Manicoré,AM,AMAZÔNIA
17807,Maraã,AM,AMAZÔNIA
17808,Maués,AM,AMAZÔNIA
17809,Nhamundá,AM,AMAZÔNIA
17810,Nova Olinda do Norte,AM,AMAZÔNIA
17811,Novo Airão,AM,AMAZÔNIA
17812,Novo Aripuanã,AM,AMAZÔNIA
17813,Parintins,AM,AMAZÔNIA
17814,Pauini,AM,AMAZÔNIA
17815,Presidente Figueiredo,AM,AMAZÔNIA
17816,Rio Preto da Eva,AM,AMAZÔNIA
17817,Santa Isabel do Rio Negro,AM,AMAZÔNIA
17818,Santo Antônio do Içá,AM,AMAZÔNIA
17819,São Gabriel da Cachoeira,AM,AMAZÔNIA
17820,São Paulo de Olivença,AM,AMAZÔNIA
17821,São Sebastião do Uatumã,AM,AMAZÔNIA
17822,Silves,AM,AMAZÔNIA
17823,Tabatinga,AM,AMAZÔNIA
17824,Tapauá,AM,AMAZÔNIA
17825,Tefé,AM,AMAZÔNIA
17826,Tonantins,AM,AMAZÔNIA
17827,Uarini,AM,AMAZÔNIA
17828,Urucará,AM,AMAZÔNIA
17829,Urucurituba,AM,AMAZÔNIA
17830,Amajari,RR,AMAZÔNIA
17831,Alto Alegre,RR,AMAZÔNIA
17832,Boa Vista,RR,AMAZÔNIA
17833,Bonfim,RR,AMAZÔNIA
17834,Cantá,RR,AMAZÔNIA
17835,Caracaraí,RR,AMAZÔNIA
17836,Caroebe,RR,AMAZÔNIA
17837,Iracema,RR,AMAZÔNIA
17838,Mucajaí,RR,AMAZÔNIA
17839,Normandia,RR,AMAZÔNIA
17840,Pacaraima,RR,AMAZÔNIA
17841,Rorainópolis,RR,AMAZÔNIA
17842,São João da Baliza,RR,AMAZÔNIA
17843,São Luiz,RR,AMAZÔNIA
17844,Uiramutã,RR,AMAZÔNIA
17845,Abaetetuba,PA,AMAZÔNIA
17846,Abel Figueiredo,PA,AMAZÔNIA
17847,Acará,PA,AMAZÔNIA
17848,Afuá,PA,AMAZÔNIA
17849,Água Azul do Norte,PA,AMAZÔNIA
17850,Alenquer,PA,AMAZÔNIA
17851,Almeirim,PA,AMAZÔNIA
17852,Altamira,PA,AMAZÔNIA
17853,Anajás,PA,AMAZÔNIA
17854,Ananindeua,PA,AMAZÔNIA
17855,Anapu,PA,AMAZÔNIA
17856,Augusto Corrêa,PA,AMAZÔNIA
17857,Aurora do Pará,PA,AMAZÔNIA
17858,Aveiro,PA,AMAZÔNIA
17859,Bagre,PA,AMAZÔNIA
17860,Baião,PA,AMAZÔNIA
17861,Bannach,PA,AMAZÔNIA
17862,Barcarena,PA,AMAZÔNIA
17863,Belém,PA,AMAZÔNIA
17864,Belterra,PA,AMAZÔNIA
17865,Benevides,PA,AMAZÔNIA
17866,Bom Jesus do Tocantins,PA,AMAZÔNIA
17867,Bonito,PA,AMAZÔNIA
17868,Bragança,PA,AMAZÔNIA
17869,Brasil Novo,PA,AMAZÔNIA
17870,Brejo Grande do Araguaia,PA,AMAZÔNIA
17871,Breu Branco,PA,AMAZÔNIA
17872,Breves,PA,AMAZÔNIA
17873,Bujaru,PA,AMAZÔNIA
17874,Cachoeira do Piriá,PA,AMAZÔNIA
17875,Cachoeira do Arari,PA,AMAZÔNIA
17876,Cametá,PA,AMAZÔNIA
17877,Canaã dos Carajás,PA,AMAZÔNIA
17878,Capanema,PA,AMAZÔNIA
17879,Capitão Poço,PA,AMAZÔNIA
17880,Castanhal,PA,AMAZÔNIA
17881,Chaves,PA,AMAZÔNIA
17882,Colares,PA,AMAZÔNIA
17883,Conceição do Araguaia,PA,AMAZÔNIA
17884,Concórdia do Pará,PA,AMAZÔNIA
17885,Cumaru do Norte,PA,AMAZÔNIA
17886,Curionópolis,PA,AMAZÔNIA
17887,Curralinho,PA,AMAZÔNIA
17888,Curuá,PA,AMAZÔNIA
17889,Curuá,PA,AMAZÔNIA
17890,Dom Eliseu,PA,AMAZÔNIA
17891,Eldorado do Carajás,PA,AMAZÔNIA
17892,Faro,PA,AMAZÔNIA
17893,Floresta do Araguaia,PA,AMAZÔNIA
17894,Garrafão do Norte,PA,AMAZÔNIA
17895,Goianésia do Pará,PA,AMAZÔNIA
17896,Gurupá,PA,AMAZÔNIA
17897,Igarapé-Açu,PA,AMAZÔNIA
17898,Igarapé-Miri,PA,AMAZÔNIA
17899,Inhangapi,PA,AMAZÔNIA
17900,Ipixuna do Pará,PA,AMAZÔNIA
17901,Irituia,PA,AMAZÔNIA
17902,Itaituba,PA,AMAZÔNIA
17903,Itupiranga,PA,AMAZÔNIA
17904,Jacareacanga,PA,AMAZÔNIA
17905,Jacundá,PA,AMAZÔNIA
17906,Juruti,PA,AMAZÔNIA
17907,Limoeiro do Ajuru,PA,AMAZÔNIA
17908,Mãe do Rio,PA,AMAZÔNIA
17909,Magalhães Barata,PA,AMAZÔNIA
17910,Marabá,PA,AMAZÔNIA
17911,Maracanã,PA,AMAZÔNIA
17912,Marapanim,PA,AMAZÔNIA
17913,Marituba,PA,AMAZÔNIA
17914,Medicilândia,PA,AMAZÔNIA
17915,Melgaço,PA,AMAZÔNIA
17916,Mocajuba,PA,AMAZÔNIA
17917,Moju,PA,AMAZÔNIA
17918,Mojuí dos Campos,PA,AMAZÔNIA
17919,Monte Alegre,PA,AMAZÔNIA
17920,Muaná,PA,AMAZÔNIA
17921,Nova Esperança do Piriá,PA,AMAZÔNIA
17922,Nova Ipixuna,PA,AMAZÔNIA
17923,Nova Timboteua,PA,AMAZÔNIA
17924,Novo Progresso,PA,AMAZÔNIA
17925,Novo Repartimento,PA,AMAZÔNIA
17926,Óbidos,PA,AMAZÔNIA
17927,Oeiras do Pará,PA,AMAZÔNIA
17928,Oriximiná,PA,AMAZÔNIA
17929,Ourém,PA,AMAZÔNIA
17930,Ourilândia do Norte,PA,AMAZÔNIA
17931,Pacajá,PA,AMAZÔNIA
17932,Palestina do Pará,PA,AMAZÔNIA
17933,Paragominas,PA,AMAZÔNIA
17934,Parauapebas,PA,AMAZÔNIA
17935,Pau D'Arco,PA,AMAZÔNIA
17936,Peixe-Boi,PA,AMAZÔNIA
17937,Piçarra,PA,AMAZÔNIA
17938,Placas,PA,AMAZÔNIA
17939,Ponta de Pedras,PA,AMAZÔNIA
17940,Portel,PA,AMAZÔNIA
17941,Porto de Moz,PA,AMAZÔNIA
17942,Prainha,PA,AMAZÔNIA
17943,Primavera,PA,AMAZÔNIA
17944,Quatipuru,PA,AMAZÔNIA
17945,Redenção,PA,AMAZÔNIA
17946,Rio Maria,PA,AMAZÔNIA
17947,Rondon do Pará,PA,AMAZÔNIA
17948,Rurópolis,PA,AMAZÔNIA
17949,Salinópolis,PA,AMAZÔNIA
17950,Salvaterra,PA,AMAZÔNIA
17951,Santa Bárbara do Pará,PA,AMAZÔNIA
17952,Santa Cruz do Arari,PA,AMAZÔNIA
17953,Santa Izabel do Pará,PA,AMAZÔNIA
17954,Santa Luzia do Pará,PA,AMAZÔNIA
17955,Santa Maria das Barreiras,PA,AMAZÔNIA
17956,Santa Maria do Pará,PA,AMAZÔNIA
17957,Santana do Araguaia,PA,AMAZÔNIA
17958,Santarém,PA,AMAZÔNIA
17959,Santarém Novo,PA,AMAZÔNIA
17960,Santo Antônio do Tauá,PA,AMAZÔNIA
17961,São Caetano de Odivelas,PA,AMAZÔNIA
17962,São Domingos do Araguaia,PA,AMAZÔNIA
17963,São Domingos do Capim,PA,AMAZÔNIA
17964,São Félix do Xingu,PA,AMAZÔNIA
17965,São Francisco do Pará,PA,AMAZÔNIA
17966,São Geraldo do Araguaia,PA,AMAZÔNIA
17967,São João da Ponta,PA,AMAZÔNIA
17968,São João de Pirabas,PA,AMAZÔNIA
17969,São João do Araguaia,PA,AMAZÔNIA
17970,São Miguel do Guamá,PA,AMAZÔNIA
17971,São Sebastião da Boa Vista,PA,AMAZÔNIA
17972,Sapucaia,PA,AMAZÔNIA
17973,Senador José Porfírio,PA,AMAZÔNIA
17974,Soure,PA,AMAZÔNIA
17975,Tailândia,PA,AMAZÔNIA
17976,Terra Alta,PA,AMAZÔNIA
17977,Terra Santa,PA,AMAZÔNIA
17978,Tomé-Açu,PA,AMAZÔNIA
17979,Tracuateua,PA,AMAZÔNIA
17980,Trairão,PA,AMAZÔNIA
17981,Tucumã,PA,AMAZÔNIA
17982,Tucuruí,PA,AMAZÔNIA
17983,Ulianópolis,PA,AMAZÔNIA
17984,Uruará,PA,AMAZÔNIA
17985,Vigia,PA,AMAZÔNIA
17986,Viseu,PA,AMAZÔNIA
17987,Vitória do Xingu,PA,AMAZÔNIA
17988,Xinguara,PA,AMAZÔNIA
17989,Serra do Navio,AP,AMAZÔNIA
17990,Amapá,AP,AMAZÔNIA
17991,Pedra Branca do Amapari,AP,AMAZÔNIA
17992,Calçoene,AP,AMAZÔNIA
17993,Cutias,AP,AMAZÔNIA
17994,Ferreira Gomes,AP,AMAZÔNIA
17995,Itaubal,AP,AMAZÔNIA
17996,Laranjal do Jari,AP,AMAZÔNIA
17997,Macapá,AP,AMAZÔNIA
17998,Mazagão,AP,AMAZÔNIA
17999,Oiapoque,AP,AMAZÔNIA
18000,Porto Grande,AP,AMAZÔNIA
18001,Pracuúba,AP,AMAZÔNIA
18002,Santana,AP,AMAZÔNIA
18003,Tartarugalzinho,AP,AMAZÔNIA
18004,Vitória do Jari,AP,AMAZÔNIA
18005,Ananás,TO,AMAZÔNIA
18006,Angico,TO,AMAZÔNIA
18007,Aragominas,TO,AMAZÔNIA
18008,Araguaína,TO,AMAZÔNIA
18009,Araguanã,TO,AMAZÔNIA
18010,Araguatins,TO,AMAZÔNIA
18011,Arapoema,TO,AMAZÔNIA
18012,Augustinópolis,TO,AMAZÔNIA
18013,Bandeirantes do Tocantins,TO,AMAZÔNIA
18014,Bernardo Sayão,TO,AMAZÔNIA
18015,Brasilândia do Tocantins,TO,AMAZÔNIA
18016,Buriti do Tocantins,TO,AMAZÔNIA
18017,Carmolândia,TO,AMAZÔNIA
18018,Carrasco Bonito,TO,AMAZÔNIA
18019,Colinas do Tocantins,TO,AMAZÔNIA
18020,Couto Magalhães,TO,AMAZÔNIA
18021,Darcinópolis,TO,AMAZÔNIA
18022,Dois Irmãos do Tocantins,TO,AMAZÔNIA
18023,Esperantina,TO,AMAZÔNIA
18024,Tabocão,TO,AMAZÔNIA
18025,Goianorte,TO,AMAZÔNIA
18026,Guaraí,TO,AMAZÔNIA
18027,Itaporã do Tocantins,TO,AMAZÔNIA
18028,Juarina,TO,AMAZÔNIA
18029,Miranorte,TO,AMAZÔNIA
18030,Muricilândia,TO,AMAZÔNIA
18031,Nova Olinda,TO,AMAZÔNIA
18032,Pau D'Arco,TO,AMAZÔNIA
18033,Pequizeiro,TO,AMAZÔNIA
18034,Colméia,TO,AMAZÔNIA
18035,Piraquê,TO,AMAZÔNIA
18036,Presidente Kennedy,TO,AMAZÔNIA
18037,Riachinho,TO,AMAZÔNIA
18038,Sampaio,TO,AMAZÔNIA
18039,Santa Fé do Araguaia,TO,AMAZÔNIA
18040,São Bento do Tocantins,TO,AMAZÔNIA
18041,São Sebastião do Tocantins,TO,AMAZÔNIA
18042,Wanderlândia,TO,AMAZÔNIA
18043,Xambioá,TO,AMAZÔNIA
18044,Açailândia,MA,AMAZÔNIA
18045,Alcântara,MA,AMAZÔNIA
18046,Altamira do Maranhão,MA,AMAZÔNIA
18047,Alto Alegre do Pindaré,MA,AMAZÔNIA
18048,Amapá do Maranhão,MA,AMAZÔNIA
18049,Amarante do Maranhão,MA,AMAZÔNIA
18050,Anajatuba,MA,AMAZÔNIA
18051,Apicum-Açu,MA,AMAZÔNIA
18052,Araguanã,MA,AMAZÔNIA
18053,Arame,MA,AMAZÔNIA
18054,Arari,MA,AMAZÔNIA
18055,Axixá,MA,AMAZÔNIA
18056,Bacabal,MA,AMAZÔNIA
18057,Bacabeira,MA,AMAZÔNIA
18058,Bacuri,MA,AMAZÔNIA
18059,Bacurituba,MA,AMAZÔNIA
18060,Bela Vista do Maranhão,MA,AMAZÔNIA
18061,Bequimão,MA,AMAZÔNIA
18062,Boa Vista do Gurupi,MA,AMAZÔNIA
18063,Bom Jardim,MA,AMAZÔNIA
18064,Bom Jesus das Selvas,MA,AMAZÔNIA
18065,Bom Lugar,MA,AMAZÔNIA
18066,Brejo de Areia,MA,AMAZÔNIA
18067,Buriticupu,MA,AMAZÔNIA
18068,Buritirana,MA,AMAZÔNIA
18069,Cachoeira Grande,MA,AMAZÔNIA
18070,Cajapió,MA,AMAZÔNIA
18071,Cajari,MA,AMAZÔNIA
18072,Cândido Mendes,MA,AMAZÔNIA
18073,Carutapera,MA,AMAZÔNIA
18074,Cedral,MA,AMAZÔNIA
18075,Central do Maranhão,MA,AMAZÔNIA
18076,Centro do Guilherme,MA,AMAZÔNIA
18077,Centro Novo do Maranhão,MA,AMAZÔNIA
18078,Cidelândia,MA,AMAZÔNIA
18079,Conceição do Lago-Açu,MA,AMAZÔNIA
18080,Cururupu,MA,AMAZÔNIA
18081,Godofredo Viana,MA,AMAZÔNIA
18082,Governador Newton Bello,MA,AMAZÔNIA
18083,Governador Nunes Freire,MA,AMAZÔNIA
18084,Grajaú,MA,AMAZÔNIA
18085,Guimarães,MA,AMAZÔNIA
18086,Humberto de Campos,MA,AMAZÔNIA
18087,Icatu,MA,AMAZÔNIA
18088,Igarapé do Meio,MA,AMAZÔNIA
18089,Imperatriz,MA,AMAZÔNIA
18090,Itaipava do Grajaú,MA,AMAZÔNIA
18091,Itapecuru Mirim,MA,AMAZÔNIA
18092,Itinga do Maranhão,MA,AMAZÔNIA
18093,João Lisboa,MA,AMAZÔNIA
18094,Junco do Maranhão,MA,AMAZÔNIA
18095,Lago da Pedra,MA,AMAZÔNIA
18096,Lago do Junco,MA,AMAZÔNIA
18097,Lago Verde,MA,AMAZÔNIA
18098,Lago dos Rodrigues,MA,AMAZÔNIA
18099,Luís Domingues,MA,AMAZÔNIA
18100,Maracaçumé,MA,AMAZÔNIA
18101,Marajá do Sena,MA,AMAZÔNIA
18102,Maranhãozinho,MA,AMAZÔNIA
18103,Matinha,MA,AMAZÔNIA
18104,Matões do Norte,MA,AMAZÔNIA
18105,Miranda do Norte,MA,AMAZÔNIA
18106,Mirinzal,MA,AMAZÔNIA
18107,Monção,MA,AMAZÔNIA
18108,Morros,MA,AMAZÔNIA
18109,Nina Rodrigues,MA,AMAZÔNIA
18110,Nova Olinda do Maranhão,MA,AMAZÔNIA
18111,Olho d'Água das Cunhãs,MA,AMAZÔNIA
18112,Olinda Nova do Maranhão,MA,AMAZÔNIA
18113,Paço do Lumiar,MA,AMAZÔNIA
18114,Palmeirândia,MA,AMAZÔNIA
18115,Paulo Ramos,MA,AMAZÔNIA
18116,Pedro do Rosário,MA,AMAZÔNIA
18117,Penalva,MA,AMAZÔNIA
18118,Peri Mirim,MA,AMAZÔNIA
18119,Pindaré-Mirim,MA,AMAZÔNIA
18120,Pinheiro,MA,AMAZÔNIA
18121,Pio XII,MA,AMAZÔNIA
18122,Porto Rico do Maranhão,MA,AMAZÔNIA
18123,Presidente Juscelino,MA,AMAZÔNIA
18124,Presidente Médici,MA,AMAZÔNIA
18125,Presidente Sarney,MA,AMAZÔNIA
18126,Presidente Vargas,MA,AMAZÔNIA
18127,Primeira Cruz,MA,AMAZÔNIA
18128,Raposa,MA,AMAZÔNIA
18129,Rosário,MA,AMAZÔNIA
18130,Santa Helena,MA,AMAZÔNIA
18131,Santa Inês,MA,AMAZÔNIA
18132,Santa Luzia,MA,AMAZÔNIA
18133,Santa Luzia do Paruá,MA,AMAZÔNIA
18134,Santa Rita,MA,AMAZÔNIA
18135,São Bento,MA,AMAZÔNIA
18136,São Francisco do Brejão,MA,AMAZÔNIA
18137,São João Batista,MA,AMAZÔNIA
18138,São João do Carú,MA,AMAZÔNIA
18139,São José de Ribamar,MA,AMAZÔNIA
18140,São Luís,MA,AMAZÔNIA
18141,São Luís Gonzaga do Maranhão,MA,AMAZÔNIA
18142,São Mateus do Maranhão,MA,AMAZÔNIA
18143,São Pedro da Água Branca,MA,AMAZÔNIA
18144,São Vicente Ferrer,MA,AMAZÔNIA
18145,Satubinha,MA,AMAZÔNIA
18146,Senador La Rocque,MA,AMAZÔNIA
18147,Serrano do Maranhão,MA,AMAZÔNIA
18148,Tufilândia,MA,AMAZÔNIA
18149,Turiaçu,MA,AMAZÔNIA
18150,Turilândia,MA,AMAZÔNIA
18151,Viana,MA,AMAZÔNIA
18152,Vila Nova dos Martírios,MA,AMAZÔNIA
18153,Vitória do Mearim,MA,AMAZÔNIA
18154,Vitorino Freire,MA,AMAZÔNIA
18155,Zé Doca,MA,AMAZÔNIA
18156,Água Boa,MT,AMAZÔNIA
18157,Alta Floresta,MT,AMAZÔNIA
18158,Alto Boa Vista,MT,AMAZÔNIA
18159,Alto Paraguai,MT,AMAZÔNIA
18160,Apiacás,MT,AMAZÔNIA
18161,Araputanga,MT,AMAZÔNIA
18162,Arenápolis,MT,AMAZÔNIA
18163,Aripuanã,MT,AMAZÔNIA
18164,Barra do Bugres,MT,AMAZÔNIA
18165,Bom Jesus do Araguaia,MT,AMAZÔNIA
18166,Brasnorte,MT,AMAZÔNIA
18167,Cáceres,MT,AMAZÔNIA
18168,Campinápolis,MT,AMAZÔNIA
18169,Campo Novo do Parecis,MT,AMAZÔNIA
18170,Canabrava do Norte,MT,AMAZÔNIA
18171,Canarana,MT,AMAZÔNIA
18172,Carlinda,MT,AMAZÔNIA
18173,Castanheira,MT,AMAZÔNIA
18174,Cláudia,MT,AMAZÔNIA
18175,Colíder,MT,AMAZÔNIA
18176,Colniza,MT,AMAZÔNIA
18177,Comodoro,MT,AMAZÔNIA
18178,Confresa,MT,AMAZÔNIA
18179,Conquista D'Oeste,MT,AMAZÔNIA
18180,Cotriguaçu,MT,AMAZÔNIA
18181,Curvelândia,MT,AMAZÔNIA
18182,Denise,MT,AMAZÔNIA
18183,Diamantino,MT,AMAZÔNIA
18184,Feliz Natal,MT,AMAZÔNIA
18185,Figueirópolis D'Oeste,MT,AMAZÔNIA
18186,Gaúcha do Norte,MT,AMAZÔNIA
18187,Glória D'Oeste,MT,AMAZÔNIA
18188,Guarantã do Norte,MT,AMAZÔNIA
18189,Indiavaí,MT,AMAZÔNIA
18190,Ipiranga do Norte,MT,AMAZÔNIA
18191,Itanhangá,MT,AMAZÔNIA
18192,Itaúba,MT,AMAZÔNIA
18193,Jauru,MT,AMAZÔNIA
18194,Juara,MT,AMAZÔNIA
18195,Juína,MT,AMAZÔNIA
18196,Juruena,MT,AMAZÔNIA
18197,Lambari D'Oeste,MT,AMAZÔNIA
18198,Lucas do Rio Verde,MT,AMAZÔNIA
18199,Luciara,MT,AMAZÔNIA
18200,Vila Bela da Santíssima Trindade,MT,AMAZÔNIA
18201,Marcelândia,MT,AMAZÔNIA
18202,Matupá,MT,AMAZÔNIA
18203,Mirassol d'Oeste,MT,AMAZÔNIA
18204,Nortelândia,MT,AMAZÔNIA
18205,Nova Bandeirantes,MT,AMAZÔNIA
18206,Nova Lacerda,MT,AMAZÔNIA
18207,Nova Santa Helena,MT,AMAZÔNIA
18208,Nova Canaã do Norte,MT,AMAZÔNIA
18209,Nova Mutum,MT,AMAZÔNIA
18210,Nova Olímpia,MT,AMAZÔNIA
18211,Nova Ubiratã,MT,AMAZÔNIA
18212,Novo Mundo,MT,AMAZÔNIA
18213,Novo Horizonte do Norte,MT,AMAZÔNIA
18214,Paranaíta,MT,AMAZÔNIA
18215,Paranatinga,MT,AMAZÔNIA
18216,Novo Santo Antônio,MT,AMAZÔNIA
18217,Peixoto de Azevedo,MT,AMAZÔNIA
18218,Pontes e Lacerda,MT,AMAZÔNIA
18219,Porto Alegre do Norte,MT,AMAZÔNIA
18220,Porto dos Gaúchos,MT,AMAZÔNIA
18221,Porto Esperidião,MT,AMAZÔNIA
18222,Porto Estrela,MT,AMAZÔNIA
18223,Querência,MT,AMAZÔNIA
18224,São José dos Quatro Marcos,MT,AMAZÔNIA
18225,Reserva do Cabaçal,MT,AMAZÔNIA
18226,Ribeirão Cascalheira,MT,AMAZÔNIA
18227,Rio Branco,MT,AMAZÔNIA
18228,Santa Carmem,MT,AMAZÔNIA
18229,Santo Afonso,MT,AMAZÔNIA
18230,São José do Rio Claro,MT,AMAZÔNIA
18231,São José do Xingu,MT,AMAZÔNIA
18232,Rondolândia,MT,AMAZÔNIA
18233,Santa Cruz do Xingu,MT,AMAZÔNIA
18234,Salto do Céu,MT,AMAZÔNIA
18235,Santa Terezinha,MT,AMAZÔNIA
18236,São Félix do Araguaia,MT,AMAZÔNIA
18237,Sapezal,MT,AMAZÔNIA
18238,Serra Nova Dourada,MT,AMAZÔNIA
18239,Sinop,MT,AMAZÔNIA
18240,Sorriso,MT,AMAZÔNIA
18241,Tabaporã,MT,AMAZÔNIA
18242,Tangará da Serra,MT,AMAZÔNIA
18243,Tapurah,MT,AMAZÔNIA
18244,Terra Nova do Norte,MT,AMAZÔNIA
18245,União do Sul,MT,AMAZÔNIA
18246,Vale de São Domingos,MT,AMAZÔNIA
18247,Vera,MT,AMAZÔNIA
18248,Vila Rica,MT,AMAZÔNIA
18249,Nova Guarita,MT,AMAZÔNIA
18250,Nova Marilândia,MT,AMAZÔNIA
18251,Nova Maringá,MT,AMAZÔNIA
18252,Nova Monte Verde,MT,AMAZÔNIA
18253,Vilhena,RO,CERRADO
18254,Conceição do Araguaia,PA,CERRADO
18255,Floresta do Araguaia,PA,CERRADO
18256,Pau D'Arco,PA,CERRADO
18257,Redenção,PA,CERRADO
18258,Rio Maria,PA,CERRADO
18259,Santa Maria das Barreiras,PA,CERRADO
18260,Santana do Araguaia,PA,CERRADO
18261,Abreulândia,TO,CERRADO
18262,Aguiarnópolis,TO,CERRADO
18263,Aliança do Tocantins,TO,CERRADO
18264,Almas,TO,CERRADO
18265,Alvorada,TO,CERRADO
18266,Ananás,TO,CERRADO
18267,Angico,TO,CERRADO
18268,Aparecida do Rio Negro,TO,CERRADO
18269,Araguacema,TO,CERRADO
18270,Araguaçu,TO,CERRADO
18271,Araguaína,TO,CERRADO
18272,Araguatins,TO,CERRADO
18273,Arraias,TO,CERRADO
18274,Augustinópolis,TO,CERRADO
18275,Aurora do Tocantins,TO,CERRADO
18276,Axixá do Tocantins,TO,CERRADO
18277,Babaçulândia,TO,CERRADO
