feature_id,municipality_mapbiomas,abbrev_state,biome
19545,Hidrolina,GO,CERRADO
19546,Iaciara,GO,CERRADO
19547,Inaciolândia,GO,CERRADO
19548,Indiara,GO,CERRADO
19549,Inhumas,GO,CERRADO
19550,Ipameri,GO,CERRADO
19551,Ipiranga de Goiás,GO,CERRADO
19552,Iporá,GO,CERRADO
19553,Israelândia,GO,CERRADO
19554,Itaberaí,GO,CERRADO
19555,Itaguari,GO,CERRADO
19556,Itaguaru,GO,CERRADO
19557,Itajá,GO,CERRADO
19558,Itapaci,GO,CERRADO
19559,Itapirapuã,GO,CERRADO
19560,Itapuranga,GO,CERRADO
19561,Itarumã,GO,CERRADO
19562,Itauçu,GO,CERRADO
19563,Itumbiara,GO,CERRADO
19564,Ivolândia,GO,CERRADO
19565,Jandaia,GO,CERRADO
19566,Jaraguá,GO,CERRADO
19567,Jataí,GO,CERRADO
19568,Jaupaci,GO,CERRADO
19569,Jesúpolis,GO,CERRADO
19570,Joviânia,GO,CERRADO
19571,Jussara,GO,CERRADO
19572,Lagoa Santa,GO,CERRADO
19573,Leopoldo de Bulhões,GO,CERRADO
19574,Luziânia,GO,CERRADO
19575,Mairipotaba,GO,CERRADO
19576,Mambaí,GO,CERRADO
19577,Mara Rosa,GO,CERRADO
19578,Marzagão,GO,CERRADO
19579,Matrinchã,GO,CERRADO
19580,Maurilândia,GO,CERRADO
19581,Mimoso de Goiás,GO,CERRADO
19582,Minaçu,GO,CERRADO
19583,Mineiros,GO,CERRADO
19584,Moiporá,GO,CERRADO
19585,Monte Alegre de Goiás,GO,CERRADO
19586,Montes Claros de Goiás,GO,CERRADO
19587,Montividiu,GO,CERRADO
19588,Montividiu do Norte,GO,CERRADO
19589,Morrinhos,GO,CERRADO
19590,Morro Agudo de Goiás,GO,CERRADO
19591,Mossâmedes,GO,CERRADO
19592,Mozarlândia,GO,CERRADO
19593,Mundo Novo,GO,CERRADO
19594,Mutunópolis,GO,CERRADO
19595,Nazário,GO,CERRADO
19596,Nerópolis,GO,CERRADO
19597,Niquelândia,GO,CERRADO
19598,Nova América,GO,CERRADO
19599,Nova Aurora,GO,CERRADO
19600,Nova Crixás,GO,CERRADO
19601,Nova Glória,GO,CERRADO
19602,Nova Iguaçu de Goiás,GO,CERRADO
19603,Nova Roma,GO,CERRADO
19604,Nova Veneza,GO,CERRADO
19605,Novo Brasil,GO,CERRADO
19606,Novo Gama,GO,CERRADO
19607,Novo Planalto,GO,CERRADO
19608,Orizona,GO,CERRADO
19609,Ouro Verde de Goiás,GO,CERRADO
19610,Ouvidor,GO,CERRADO
19611,Padre Bernardo,GO,CERRADO
19612,Palestina de Goiás,GO,CERRADO
19613,Palmeiras de Goiás,GO,CERRADO
19614,Palmelo,GO,CERRADO
19615,Palminópolis,GO,CERRADO
19616,Panamá,GO,CERRADO
19617,Paranaiguara,GO,CERRADO
19618,Paraúna,GO,CERRADO
19619,Perolândia,GO,CERRADO
19620,Petrolina de Goiás,GO,CERRADO
19621,Pilar de Goiás,GO,CERRADO
19622,Piracanjuba,GO,CERRADO
19623,Piranhas,GO,CERRADO
19624,Pirenópolis,GO,CERRADO
19625,Pires do Rio,GO,CERRADO
19626,Planaltina,GO,CERRADO
19627,Pontalina,GO,CERRADO
19628,Porangatu,GO,CERRADO
19629,Porteirão,GO,CERRADO
19630,Portelândia,GO,CERRADO
19631,Posse,GO,CERRADO
19632,Professor Jamil,GO,CERRADO
19633,Quirinópolis,GO,CERRADO
19634,Rialma,GO,CERRADO
19635,Rianápolis,GO,CERRADO
19636,Rio Quente,GO,CERRADO
19637,Rio Verde,GO,CERRADO
19638,Rubiataba,GO,CERRADO
19639,Sanclerlândia,GO,CERRADO
19640,Santa Bárbara de Goiás,GO,CERRADO
19641,Santa Cruz de Goiás,GO,CERRADO
19642,Santa Fé de Goiás,GO,CERRADO
19643,Santa Helena de Goiás,GO,CERRADO
19644,Santa Isabel,GO,CERRADO
19645,Santa Rita do Araguaia,GO,CERRADO
19646,Santa Rita do Novo Destino,GO,CERRADO
19647,Santa Rosa de Goiás,GO,CERRADO
19648,Santa Tereza de Goiás,GO,CERRADO
19649,Santa Terezinha de Goiás,GO,CERRADO
19650,Santo Antônio da Barra,GO,CERRADO
19651,Santo Antônio de Goiás,GO,CERRADO
19652,Santo Antônio do Descoberto,GO,CERRADO
19653,São Domingos,GO,CERRADO
19654,São Francisco de Goiás,GO,CERRADO
19655,São João d'Aliança,GO,CERRADO
19656,São João da Paraúna,GO,CERRADO
19657,São Luís de Montes Belos,GO,CERRADO
19658,São Luiz do Norte,GO,CERRADO
19659,São Miguel do Araguaia,GO,CERRADO
19660,São Miguel do Passa Quatro,GO,CERRADO
19661,São Patrício,GO,CERRADO
19662,São Simão,GO,CERRADO
19663,Senador Canedo,GO,CERRADO
19664,Serranópolis,GO,CERRADO
19665,Silvânia,GO,CERRADO
19666,Simolândia,GO,CERRADO
19667,Sítio d'Abadia,GO,CERRADO
19668,Taquaral de Goiás,GO,CERRADO
19669,Teresina de Goiás,GO,CERRADO
19670,Terezópolis de Goiás,GO,CERRADO
19671,Três Ranchos,GO,CERRADO
19672,Trindade,GO,CERRADO
19673,Trombas,GO,CERRADO
19674,Turvânia,GO,CERRADO
19675,Turvelândia,GO,CERRADO
19676,Uirapuru,GO,CERRADO
19677,Uruaçu,GO,CERRADO
19678,Uruana,GO,CERRADO
19679,Urutaí,GO,CERRADO
19680,Valparaíso de Goiás,GO,CERRADO
19681,Varjão,GO,CERRADO
19682,Vianópolis,GO,CERRADO
19683,Vicentinópolis,GO,CERRADO
19684,Vila Boa,GO,CERRADO
19685,Vila Propício,GO,CERRADO
19686,Brasília,DF,CERRADO
19687,Acauã,PI,CAATINGA
19688,Alagoinha do Piauí,PI,CAATINGA
19689,Alegrete do Piauí,PI,CAATINGA
19690,Alvorada do Gurguéia,PI,CAATINGA
19691,Amarante,PI,CAATINGA
19692,Anísio de Abreu,PI,CAATINGA
19693,Aroeiras do Itaim,PI,CAATINGA
19694,Arraial,PI,CAATINGA
19695,Assunção do Piauí,PI,CAATINGA
19696,Avelino Lopes,PI,CAATINGA
19697,Bela Vista do Piauí,PI,CAATINGA
19698,Belém do Piauí,PI,CAATINGA
19699,Betânia do Piauí,PI,CAATINGA
19700,Bocaina,PI,CAATINGA
19701,Bom Jesus,PI,CAATINGA
19702,Bom Princípio do Piauí,PI,CAATINGA
19703,Bonfim do Piauí,PI,CAATINGA
19704,Brasileira,PI,CAATINGA
19705,Brejo do Piauí,PI,CAATINGA
19706,Buriti dos Lopes,PI,CAATINGA
19707,Buriti dos Montes,PI,CAATINGA
19708,Cajazeiras do Piauí,PI,CAATINGA
19709,Cajueiro da Praia,PI,CAATINGA
19710,Caldeirão Grande do Piauí,PI,CAATINGA
19711,Campinas do Piauí,PI,CAATINGA
19712,Campo Alegre do Fidalgo,PI,CAATINGA
19713,Campo Grande do Piauí,PI,CAATINGA
19714,Canavieira,PI,CAATINGA
19715,Canto do Buriti,PI,CAATINGA
19716,Capitão Gervásio Oliveira,PI,CAATINGA
19717,Caracol,PI,CAATINGA
19718,Caridade do Piauí,PI,CAATINGA
19719,Castelo do Piauí,PI,CAATINGA
19720,Cocal,PI,CAATINGA
19721,Cocal dos Alves,PI,CAATINGA
19722,Colônia do Gurguéia,PI,CAATINGA
19723,Colônia do Piauí,PI,CAATINGA
19724,Conceição do Canindé,PI,CAATINGA
19725,Coronel José Dias,PI,CAATINGA
19726,Corrente,PI,CAATINGA
19727,Cristalândia do Piauí,PI,CAATINGA
19728,Cristino Castro,PI,CAATINGA
19729,Curimatá,PI,CAATINGA
19730,Curral Novo do Piauí,PI,CAATINGA
19731,Dirceu Arcoverde,PI,CAATINGA
19732,Dom Expedito Lopes,PI,CAATINGA
19733,Domingos Mourão,PI,CAATINGA
19734,Dom Inocêncio,PI,CAATINGA
19735,Eliseu Martins,PI,CAATINGA
19736,Fartura do Piauí,PI,CAATINGA
19737,Flores do Piauí,PI,CAATINGA
19738,Floresta do Piauí,PI,CAATINGA
19739,Floriano,PI,CAATINGA
19740,Francisco Ayres,PI,CAATINGA
19741,Francisco Macedo,PI,CAATINGA
19742,Francisco Santos,PI,CAATINGA
19743,Fronteiras,PI,CAATINGA
19744,Geminiano,PI,CAATINGA
19745,Guaribas,PI,CAATINGA
19746,Ilha Grande,PI,CAATINGA
19747,Inhuma,PI,CAATINGA
19748,Ipiranga do Piauí,PI,CAATINGA
19749,Isaías Coelho,PI,CAATINGA
19750,Itainópolis,PI,CAATINGA
19751,Itaueira,PI,CAATINGA
19752,Jacobina do Piauí,PI,CAATINGA
19753,Jaicós,PI,CAATINGA
19754,João Costa,PI,CAATINGA
19755,Juazeiro do Piauí,PI,CAATINGA
19756,Júlio Borges,PI,CAATINGA
19757,Jurema,PI,CAATINGA
19758,Lagoa do Barro do Piauí,PI,CAATINGA
19759,Lagoa de São Francisco,PI,CAATINGA
19760,Lagoa do Sítio,PI,CAATINGA
19761,Luís Correia,PI,CAATINGA
19762,Manoel Emídio,PI,CAATINGA
19763,Marcolândia,PI,CAATINGA
19764,Massapê do Piauí,PI,CAATINGA
19765,Milton Brandão,PI,CAATINGA
19766,Monsenhor Hipólito,PI,CAATINGA
19767,Morro Cabeça no Tempo,PI,CAATINGA
19768,Nazaré do Piauí,PI,CAATINGA
19769,Novo Oriente do Piauí,PI,CAATINGA
19770,Oeiras,PI,CAATINGA
19771,Padre Marcos,PI,CAATINGA
19772,Paes Landim,PI,CAATINGA
19773,Pajeú do Piauí,PI,CAATINGA
19774,Paquetá,PI,CAATINGA
19775,Parnaguá,PI,CAATINGA
19776,Parnaíba,PI,CAATINGA
19777,Patos do Piauí,PI,CAATINGA
19778,Paulistana,PI,CAATINGA
19779,Pavussu,PI,CAATINGA
19780,Pedro II,PI,CAATINGA
19781,Pedro Laurentino,PI,CAATINGA
19782,Nova Santa Rita,PI,CAATINGA
19783,Picos,PI,CAATINGA
19784,Pimenteiras,PI,CAATINGA
19785,Pio IX,PI,CAATINGA
19786,Piracuruca,PI,CAATINGA
19787,Piripiri,PI,CAATINGA
19788,Queimada Nova,PI,CAATINGA
19789,Redenção do Gurguéia,PI,CAATINGA
19790,Regeneração,PI,CAATINGA
19791,Riacho Frio,PI,CAATINGA
19792,Ribeira do Piauí,PI,CAATINGA
19793,Rio Grande do Piauí,PI,CAATINGA
19794,Santa Cruz do Piauí,PI,CAATINGA
19795,Santa Luz,PI,CAATINGA
19796,Santana do Piauí,PI,CAATINGA
19797,Santa Rosa do Piauí,PI,CAATINGA
19798,Santo Antônio de Lisboa,PI,CAATINGA
19799,Santo Inácio do Piauí,PI,CAATINGA
19800,São Braz do Piauí,PI,CAATINGA
19801,São Francisco de Assis do Piauí,PI,CAATINGA
19802,São Francisco do Piauí,PI,CAATINGA
19803,São João da Canabrava,PI,CAATINGA
19804,São João da Fronteira,PI,CAATINGA
19805,São João da Varjota,PI,CAATINGA
19806,São João do Piauí,PI,CAATINGA
19807,São José do Peixe,PI,CAATINGA
19808,São José do Piauí,PI,CAATINGA
19809,São Julião,PI,CAATINGA
19810,São Lourenço do Piauí,PI,CAATINGA
19811,São Luis do Piauí,PI,CAATINGA
19812,São Miguel do Fidalgo,PI,CAATINGA
19813,São Miguel do Tapuio,PI,CAATINGA
19814,São Raimundo Nonato,PI,CAATINGA
19815,Sebastião Barros,PI,CAATINGA
19816,Simões,PI,CAATINGA
19817,Simplício Mendes,PI,CAATINGA
19818,Socorro do Piauí,PI,CAATINGA
19819,Sussuapara,PI,CAATINGA
19820,Tamboril do Piauí,PI,CAATINGA
19821,Tanque do Piauí,PI,CAATINGA
19822,Valença do Piauí,PI,CAATINGA
19823,Várzea Branca,PI,CAATINGA
19824,Vera Mendes,PI,CAATINGA
19825,Vila Nova do Piauí,PI,CAATINGA
19826,Wall Ferraz,PI,CAATINGA
19827,Abaiara,CE,CAATINGA
19828,Acarape,CE,CAATINGA
19829,Acaraú,CE,CAATINGA
19830,Acopiara,CE,CAATINGA
19831,Aiuaba,CE,CAATINGA
19832,Alcântaras,CE,CAATINGA
19833,Altaneira,CE,CAATINGA
19834,Alto Santo,CE,CAATINGA
19835,Amontada,CE,CAATINGA
19836,Antonina do Norte,CE,CAATINGA
19837,Apuiarés,CE,CAATINGA
19838,Aquiraz,CE,CAATINGA
19839,Aracati,CE,CAATINGA
19840,Aracoiaba,CE,CAATINGA
19841,Ararendá,CE,CAATINGA
19842,Araripe,CE,CAATINGA
19843,Aratuba,CE,CAATINGA
19844,Arneiroz,CE,CAATINGA
19845,Assaré,CE,CAATINGA
19846,Aurora,CE,CAATINGA
19847,Baixio,CE,CAATINGA
19848,Banabuiú,CE,CAATINGA
19849,Barbalha,CE,CAATINGA
19850,Barreira,CE,CAATINGA
19851,Barro,CE,CAATINGA
19852,Barroquinha,CE,CAATINGA
19853,Baturité,CE,CAATINGA
19854,Beberibe,CE,CAATINGA
19855,Bela Cruz,CE,CAATINGA
19856,Boa Viagem,CE,CAATINGA
19857,Brejo Santo,CE,CAATINGA
19858,Camocim,CE,CAATINGA
19859,Campos Sales,CE,CAATINGA
19860,Canindé,CE,CAATINGA
19861,Capistrano,CE,CAATINGA
19862,Caridade,CE,CAATINGA
19863,Cariré,CE,CAATINGA
19864,Caririaçu,CE,CAATINGA
19865,Cariús,CE,CAATINGA
19866,Carnaubal,CE,CAATINGA
19867,Cascavel,CE,CAATINGA
19868,Catarina,CE,CAATINGA
19869,Catunda,CE,CAATINGA
19870,Caucaia,CE,CAATINGA
19871,Cedro,CE,CAATINGA
19872,Chaval,CE,CAATINGA
19873,Choró,CE,CAATINGA
19874,Chorozinho,CE,CAATINGA
19875,Coreaú,CE,CAATINGA
19876,Crateús,CE,CAATINGA
19877,Crato,CE,CAATINGA
19878,Croatá,CE,CAATINGA
19879,Cruz,CE,CAATINGA
19880,Deputado Irapuan Pinheiro,CE,CAATINGA
19881,Ereré,CE,CAATINGA
19882,Eusébio,CE,CAATINGA
19883,Farias Brito,CE,CAATINGA
19884,Forquilha,CE,CAATINGA
19885,Fortaleza,CE,CAATINGA
19886,Fortim,CE,CAATINGA
19887,Frecheirinha,CE,CAATINGA
19888,General Sampaio,CE,CAATINGA
19889,Graça,CE,CAATINGA
19890,Granja,CE,CAATINGA
19891,Granjeiro,CE,CAATINGA
19892,Groaíras,CE,CAATINGA
19893,Guaiúba,CE,CAATINGA
19894,Guaraciaba do Norte,CE,CAATINGA
19895,Guaramiranga,CE,CAATINGA
19896,Hidrolândia,CE,CAATINGA
19897,Horizonte,CE,CAATINGA
19898,Ibaretama,CE,CAATINGA
19899,Ibiapina,CE,CAATINGA
19900,Ibicuitinga,CE,CAATINGA
19901,Icapuí,CE,CAATINGA
19902,Icó,CE,CAATINGA
19903,Iguatu,CE,CAATINGA
19904,Independência,CE,CAATINGA
19905,Ipaporanga,CE,CAATINGA
19906,Ipaumirim,CE,CAATINGA
19907,Ipu,CE,CAATINGA
19908,Ipueiras,CE,CAATINGA
19909,Iracema,CE,CAATINGA
19910,Irauçuba,CE,CAATINGA
19911,Itaiçaba,CE,CAATINGA
19912,Itaitinga,CE,CAATINGA
19913,Itapajé,CE,CAATINGA
19914,Itapipoca,CE,CAATINGA
19915,Itapiúna,CE,CAATINGA
19916,Itarema,CE,CAATINGA
19917,Itatira,CE,CAATINGA
19918,Jaguaretama,CE,CAATINGA
19919,Jaguaribara,CE,CAATINGA
19920,Jaguaribe,CE,CAATINGA
19921,Jaguaruana,CE,CAATINGA
19922,Jardim,CE,CAATINGA
19923,Jati,CE,CAATINGA
19924,Jijoca de Jericoacoara,CE,CAATINGA
19925,Juazeiro do Norte,CE,CAATINGA
19926,Jucás,CE,CAATINGA
19927,Lavras da Mangabeira,CE,CAATINGA
19928,Limoeiro do Norte,CE,CAATINGA
19929,Madalena,CE,CAATINGA
19930,Maracanaú,CE,CAATINGA
19931,Maranguape,CE,CAATINGA
19932,Marco,CE,CAATINGA
19933,Martinópole,CE,CAATINGA
19934,Massapê,CE,CAATINGA
19935,Mauriti,CE,CAATINGA
19936,Meruoca,CE,CAATINGA
19937,Milagres,CE,CAATINGA
19938,Milhã,CE,CAATINGA
19939,Miraíma,CE,CAATINGA
19940,Missão Velha,CE,CAATINGA
19941,Mombaça,CE,CAATINGA
19942,Monsenhor Tabosa,CE,CAATINGA
19943,Morada Nova,CE,CAATINGA
19944,Moraújo,CE,CAATINGA
19945,Morrinhos,CE,CAATINGA
19946,Mucambo,CE,CAATINGA
19947,Mulungu,CE,CAATINGA
19948,Nova Olinda,CE,CAATINGA
19949,Nova Russas,CE,CAATINGA
19950,Novo Oriente,CE,CAATINGA
19951,Ocara,CE,CAATINGA
19952,Orós,CE,CAATINGA
19953,Pacajus,CE,CAATINGA
19954,Pacatuba,CE,CAATINGA
19955,Pacoti,CE,CAATINGA
19956,Pacujá,CE,CAATINGA
19957,Palhano,CE,CAATINGA
19958,Palmácia,CE,CAATINGA
19959,Paracuru,CE,CAATINGA
19960,Paraipaba,CE,CAATINGA
19961,Parambu,CE,CAATINGA
19962,Paramoti,CE,CAATINGA
19963,Pedra Branca,CE,CAATINGA
19964,Penaforte,CE,CAATINGA
19965,Pentecoste,CE,CAATINGA
19966,Pereiro,CE,CAATINGA
19967,Pindoretama,CE,CAATINGA
19968,Piquet Carneiro,CE,CAATINGA
19969,Pires Ferreira,CE,CAATINGA
19970,Poranga,CE,CAATINGA
19971,Porteiras,CE,CAATINGA
19972,Potengi,CE,CAATINGA
19973,Potiretama,CE,CAATINGA
19974,Quiterianópolis,CE,CAATINGA
19975,Quixadá,CE,CAATINGA
19976,Quixelô,CE,CAATINGA
19977,Quixeramobim,CE,CAATINGA
19978,Quixeré,CE,CAATINGA
19979,Redenção,CE,CAATINGA
19980,Reriutaba,CE,CAATINGA
19981,Russas,CE,CAATINGA
19982,Saboeiro,CE,CAATINGA
19983,Salitre,CE,CAATINGA
19984,Santana do Acaraú,CE,CAATINGA
19985,Santana do Cariri,CE,CAATINGA
19986,Santa Quitéria,CE,CAATINGA
19987,São Benedito,CE,CAATINGA
19988,São Gonçalo do Amarante,CE,CAATINGA
19989,São João do Jaguaribe,CE,CAATINGA
19990,São Luís do Curu,CE,CAATINGA
19991,Senador Pompeu,CE,CAATINGA
19992,Senador Sá,CE,CAATINGA
19993,Sobral,CE,CAATINGA
19994,Solonópole,CE,CAATINGA
19995,Tabuleiro do Norte,CE,CAATINGA
19996,Tamboril,CE,CAATINGA
19997,Tarrafas,CE,CAATINGA
19998,Tauá,CE,CAATINGA
19999,Tejuçuoca,CE,CAATINGA
20000,Tianguá,CE,CAATINGA
20001,Trairi,CE,CAATINGA
20002,Tururu,CE,CAATINGA
20003,Ubajara,CE,CAATINGA
20004,Umari,CE,CAATINGA
20005,Umirim,CE,CAATINGA
20006,Uruburetama,CE,CAATINGA
20007,Uruoca,CE,CAATINGA
20008,Varjota,CE,CAATINGA
20009,Várzea Alegre,CE,CAATINGA
20010,Viçosa do Ceará,CE,CAATINGA
20011,Acari,RN,CAATINGA
20012,Açu,RN,CAATINGA
20013,Afonso Bezerra,RN,CAATINGA
20014,Água Nova,RN,CAATINGA
20015,Alexandria,RN,CAATINGA
20016,Almino Afonso,RN,CAATINGA
20017,Alto do Rodrigues,RN,CAATINGA
20018,Angicos,RN,CAATINGA
20019,Antônio Martins,RN,CAATINGA
20020,Apodi,RN,CAATINGA
20021,Areia Branca,RN,CAATINGA
20022,Campo Grande,RN,CAATINGA
20023,Baraúna,RN,CAATINGA
20024,Barcelona,RN,CAATINGA
20025,Bento Fernandes,RN,CAATINGA
20026,Bodó,RN,CAATINGA
20027,Bom Jesus,RN,CAATINGA
20028,Brejinho,RN,CAATINGA
20029,Caiçara do Norte,RN,CAATINGA
20030,Caiçara do Rio do Vento,RN,CAATINGA
20031,Caicó,RN,CAATINGA
20032,Campo Redondo,RN,CAATINGA
20033,Canguaretama,RN,CAATINGA
20034,Caraúbas,RN,CAATINGA
20035,Carnaúba dos Dantas,RN,CAATINGA
20036,Carnaubais,RN,CAATINGA
20037,Ceará-Mirim,RN,CAATINGA
20038,Cerro Corá,RN,CAATINGA
20039,Coronel Ezequiel,RN,CAATINGA
20040,Coronel João Pessoa,RN,CAATINGA
20041,Cruzeta,RN,CAATINGA
20042,Currais Novos,RN,CAATINGA
20043,Doutor Severiano,RN,CAATINGA
20044,Parnamirim,RN,CAATINGA
20045,Encanto,RN,CAATINGA
20046,Equador,RN,CAATINGA
20047,Espírito Santo,RN,CAATINGA
20048,Extremoz,RN,CAATINGA
20049,Felipe Guerra,RN,CAATINGA
20050,Fernando Pedroza,RN,CAATINGA
20051,Florânia,RN,CAATINGA
20052,Francisco Dantas,RN,CAATINGA
20053,Frutuoso Gomes,RN,CAATINGA
20054,Galinhos,RN,CAATINGA
20055,Governador Dix-Sept Rosado,RN,CAATINGA
20056,Grossos,RN,CAATINGA
20057,Guamaré,RN,CAATINGA
20058,Ielmo Marinho,RN,CAATINGA
20059,Ipanguaçu,RN,CAATINGA
20060,Ipueira,RN,CAATINGA
20061,Itajá,RN,CAATINGA
20062,Itaú,RN,CAATINGA
20063,Jaçanã,RN,CAATINGA
20064,Jandaíra,RN,CAATINGA
20065,Janduís,RN,CAATINGA
20066,Januário Cicco,RN,CAATINGA
20067,Japi,RN,CAATINGA
20068,Jardim de Angicos,RN,CAATINGA
20069,Jardim de Piranhas,RN,CAATINGA
20070,Jardim do Seridó,RN,CAATINGA
20071,João Câmara,RN,CAATINGA
20072,João Dias,RN,CAATINGA
20073,José da Penha,RN,CAATINGA
20074,Jucurutu,RN,CAATINGA
20075,Jundiá,RN,CAATINGA
20076,Lagoa d'Anta,RN,CAATINGA
20077,Lagoa de Pedras,RN,CAATINGA
20078,Lagoa de Velhos,RN,CAATINGA
20079,Lagoa Nova,RN,CAATINGA
20080,Lagoa Salgada,RN,CAATINGA
20081,Lajes,RN,CAATINGA
20082,Lajes Pintadas,RN,CAATINGA
20083,Lucrécia,RN,CAATINGA
20084,Luís Gomes,RN,CAATINGA
20085,Macaíba,RN,CAATINGA
20086,Macau,RN,CAATINGA
20087,Major Sales,RN,CAATINGA
20088,Marcelino Vieira,RN,CAATINGA
20089,Martins,RN,CAATINGA
20090,Maxaranguape,RN,CAATINGA
20091,Messias Targino,RN,CAATINGA
20092,Montanhas,RN,CAATINGA
20093,Monte Alegre,RN,CAATINGA
20094,Monte das Gameleiras,RN,CAATINGA
20095,Mossoró,RN,CAATINGA
20096,Natal,RN,CAATINGA
20097,Nísia Floresta,RN,CAATINGA
20098,Nova Cruz,RN,CAATINGA
20099,Olho d'Água do Borges,RN,CAATINGA
20100,Ouro Branco,RN,CAATINGA
20101,Paraná,RN,CAATINGA
20102,Paraú,RN,CAATINGA
20103,Parazinho,RN,CAATINGA
20104,Parelhas,RN,CAATINGA
20105,Rio do Fogo,RN,CAATINGA
20106,Passa e Fica,RN,CAATINGA
20107,Passagem,RN,CAATINGA
20108,Patu,RN,CAATINGA
20109,Santa Maria,RN,CAATINGA
20110,Pau dos Ferros,RN,CAATINGA
20111,Pedra Grande,RN,CAATINGA
20112,Pedra Preta,RN,CAATINGA
20113,Pedro Avelino,RN,CAATINGA
20114,Pedro Velho,RN,CAATINGA
20115,Pendências,RN,CAATINGA
20116,Pilões,RN,CAATINGA
20117,Poço Branco,RN,CAATINGA
20118,Portalegre,RN,CAATINGA
20119,Porto do Mangue,RN,CAATINGA
20120,Serra Caiada,RN,CAATINGA
20121,Pureza,RN,CAATINGA
20122,Rafael Fernandes,RN,CAATINGA
20123,Rafael Godeiro,RN,CAATINGA
20124,Riacho da Cruz,RN,CAATINGA
20125,Riacho de Santana,RN,CAATINGA
20126,Riachuelo,RN,CAATINGA
20127,Rodolfo Fernandes,RN,CAATINGA
20128,Tibau,RN,CAATINGA
20129,Ruy Barbosa,RN,CAATINGA
20130,Santa Cruz,RN,CAATINGA
20131,Santana do Matos,RN,CAATINGA
20132,Santana do Seridó,RN,CAATINGA
20133,Santo Antônio,RN,CAATINGA
20134,São Bento do Norte,RN,CAATINGA
20135,São Bento do Trairí,RN,CAATINGA
20136,São Fernando,RN,CAATINGA
20137,São Francisco do Oeste,RN,CAATINGA
20138,São Gonçalo do Amarante,RN,CAATINGA
20139,São João do Sabugi,RN,CAATINGA
20140,São José de Mipibu,RN,CAATINGA
20141,São José do Campestre,RN,CAATINGA
20142,São José do Seridó,RN,CAATINGA
20143,São Miguel,RN,CAATINGA
20144,São Miguel do Gostoso,RN,CAATINGA
20145,São Paulo do Potengi,RN,CAATINGA
20146,São Pedro,RN,CAATINGA
20147,São Rafael,RN,CAATINGA
20148,São Tomé,RN,CAATINGA
20149,São Vicente,RN,CAATINGA
20150,Senador Elói de Souza,RN,CAATINGA
20151,Serra de São Bento,RN,CAATINGA
20152,Serra do Mel,RN,CAATINGA
20153,Serra Negra do Norte,RN,CAATINGA
20154,Serrinha,RN,CAATINGA
20155,Serrinha dos Pintos,RN,CAATINGA
20156,Severiano Melo,RN,CAATINGA
20157,Sítio Novo,RN,CAATINGA
20158,Taboleiro Grande,RN,CAATINGA
20159,Taipu,RN,CAATINGA
20160,Tangará,RN,CAATINGA
20161,Tenente Ananias,RN,CAATINGA
20162,Tenente Laurentino Cruz,RN,CAATINGA
20163,Timbaúba dos Batistas,RN,CAATINGA
20164,Touros,RN,CAATINGA
20165,Triunfo Potiguar,RN,CAATINGA
20166,Umarizal,RN,CAATINGA
20167,Upanema,RN,CAATINGA
20168,Várzea,RN,CAATINGA
20169,Venha-Ver,RN,CAATINGA
20170,Vera Cruz,RN,CAATINGA
20171,Viçosa,RN,CAATINGA
20172,Água Branca,PB,CAATINGA
20173,Aguiar,PB,CAATINGA
20174,Alagoa Grande,PB,CAATINGA
20175,Alagoa Nova,PB,CAATINGA
20176,Alagoinha,PB,CAATINGA
20177,Alcantil,PB,CAATINGA
20178,Algodão de Jandaíra,PB,CAATINGA
20179,São João do Rio do Peixe,PB,CAATINGA
20180,Amparo,PB,CAATINGA
20181,Aparecida,PB,CAATINGA
20182,Araçagi,PB,CAATINGA
20183,Arara,PB,CAATINGA
20184,Araruna,PB,CAATINGA
20185,Areia,PB,CAATINGA
20186,Areia de Baraúnas,PB,CAATINGA
20187,Areial,PB,CAATINGA
20188,Aroeiras,PB,CAATINGA
20189,Assunção,PB,CAATINGA
20190,Bananeiras,PB,CAATINGA
20191,Baraúna,PB,CAATINGA
20192,Barra de Santana,PB,CAATINGA
20193,Barra de Santa Rosa,PB,CAATINGA
20194,Barra de São Miguel,PB,CAATINGA
20195,Belém,PB,CAATINGA
20196,Belém do Brejo do Cruz,PB,CAATINGA
20197,Bernardino Batista,PB,CAATINGA
20198,Boa Ventura,PB,CAATINGA
20199,Boa Vista,PB,CAATINGA
20200,Bom Jesus,PB,CAATINGA
20201,Bom Sucesso,PB,CAATINGA
20202,Bonito de Santa Fé,PB,CAATINGA
20203,Boqueirão,PB,CAATINGA
20204,Igaracy,PB,CAATINGA
20205,Borborema,PB,CAATINGA
20206,Brejo do Cruz,PB,CAATINGA
20207,Brejo dos Santos,PB,CAATINGA
20208,Cabaceiras,PB,CAATINGA
20209,Cachoeira dos Índios,PB,CAATINGA
20210,Cacimba de Areia,PB,CAATINGA
20211,Cacimba de Dentro,PB,CAATINGA
20212,Cacimbas,PB,CAATINGA
20213,Caiçara,PB,CAATINGA
20214,Cajazeiras,PB,CAATINGA
20215,Cajazeirinhas,PB,CAATINGA
20216,Caldas Brandão,PB,CAATINGA
20217,Camalaú,PB,CAATINGA
20218,Campina Grande,PB,CAATINGA
20219,Capim,PB,CAATINGA
20220,Caraúbas,PB,CAATINGA
20221,Carrapateira,PB,CAATINGA
20222,Casserengue,PB,CAATINGA
